Date,Month,Year,NAV,Amount_Invested,Units_Bought,,Date,occurances,total units,Avg_Units_Per_Occurrence
12,12,2014,15.4891,1000,64.5615,,,,,
15,12,2014,15.4012,1000,64.93,,,,,
16,12,2014,15.1489,1000,66.0114,,,,,
17,12,2014,15.1163,1000,66.1538,,,,,
18,12,2014,15.4964,1000,64.5311,,,,,
19,12,2014,15.6972,1000,63.7056,,,,,
22,12,2014,15.7712,1000,63.4067,,,,,
23,12,2014,15.9438,1000,62.7203,,,,,
24,12,2014,15.9903,1000,62.5379,,,,,
26,12,2014,16.003,1000,62.4883,,,,,
29,12,2014,16.0431,1000,62.3321,,,,,
30,12,2014,16.0644,1000,62.2494,,,,,
31,12,2014,16.2296,1000,61.6158,,,,,
1,1,2015,16.2594,1000,61.5029,,,,,
2,1,2015,16.3896,1000,61.0143,,,,,
5,1,2015,16.3987,1000,60.9804,,,,,
6,1,2015,16.042,1000,62.3364,,,,,
7,1,2015,15.9459,1000,62.712,,,,,
8,1,2015,16.085,1000,62.1697,,,,,
9,1,2015,16.1482,1000,61.9264,,,,,
12,1,2015,16.1654,1000,61.8605,,,,,
13,1,2015,16.202,1000,61.7208,,,,,
14,1,2015,16.1434,1000,61.9448,,,,,
15,1,2015,16.266,1000,61.4779,,,,,
16,1,2015,16.2718,1000,61.456,,,,,
19,1,2015,16.3404,1000,61.198,,,,,
20,1,2015,16.461,1000,60.7497,,,,,
21,1,2015,16.422,1000,60.8939,,,,,
22,1,2015,16.4925,1000,60.6336,,,,,
23,1,2015,16.5457,1000,60.4387,,,,,
27,1,2015,16.5044,1000,60.5899,,,,,
28,1,2015,16.4665,1000,60.7294,,,,,
29,1,2015,16.4071,1000,60.9492,,,,,
30,1,2015,16.3233,1000,61.2621,,,,,
2,2,2015,16.3279,1000,61.2449,,,,,
3,2,2015,16.2575,1000,61.5101,,,,,
4,2,2015,16.2352,1000,61.5946,,,,,
5,2,2015,16.1287,1000,62.0013,,,,,
6,2,2015,16.0507,1000,62.3026,,,,,
9,2,2015,16.0053,1000,62.4793,,,,,
10,2,2015,15.9399,1000,62.7357,,,,,
11,2,2015,16.0161,1000,62.4372,,,,,
12,2,2015,16.0907,1000,62.1477,,,,,
13,2,2015,16.3021,1000,61.3418,,,,,
16,2,2015,16.3025,1000,61.3403,,,,,
18,2,2015,16.3244,1000,61.258,,,,,
19,2,2015,16.2559,1000,61.5161,,,,,
20,2,2015,16.2915,1000,61.3817,,,,,
23,2,2015,16.239,1000,61.5801,,,,,
24,2,2015,16.2005,1000,61.7265,,,,,
25,2,2015,16.2364,1000,61.59,,,,,
26,2,2015,16.2366,1000,61.5892,,,,,
27,2,2015,16.3792,1000,61.053,,,,,
2,3,2015,16.7452,1000,59.7186,,,,,
3,3,2015,16.7754,1000,59.6111,,,,,
4,3,2015,16.8506,1000,59.3451,,,,,
5,3,2015,16.9303,1000,59.0657,,,,,
9,3,2015,16.7325,1000,59.7639,,,,,
10,3,2015,16.6424,1000,60.0875,,,,,
11,3,2015,16.5862,1000,60.2911,,,,,
12,3,2015,16.6038,1000,60.2272,,,,,
13,3,2015,16.537,1000,60.4705,,,,,
16,3,2015,16.4421,1000,60.8195,,,,,
17,3,2015,16.6889,1000,59.9201,,,,,
18,3,2015,16.7067,1000,59.8562,,,,,
19,3,2015,16.682,1000,59.9449,,,,,
20,3,2015,16.5214,1000,60.5276,,,,,
23,3,2015,16.5039,1000,60.5917,,,,,
24,3,2015,16.4938,1000,60.6288,,,,,
25,3,2015,16.4621,1000,60.7456,,,,,
26,3,2015,16.2482,1000,61.5453,,,,,
27,3,2015,16.2595,1000,61.5025,,,,,
30,3,2015,16.3905,1000,61.011,,,,,
31,3,2015,16.4697,1000,60.7176,,,,,
1,4,2015,16.5589,1000,60.3905,,,,,
6,4,2015,16.5628,1000,60.3763,,,,,
7,4,2015,16.6045,1000,60.2246,,,,,
8,4,2015,16.6891,1000,59.9193,,,,,
9,4,2015,16.7948,1000,59.5422,,,,,
10,4,2015,16.8989,1000,59.1754,,,,,
13,4,2015,16.8958,1000,59.1863,,,,,
15,4,2015,16.8162,1000,59.4665,,,,,
16,4,2015,16.8679,1000,59.2842,,,,,
17,4,2015,16.8565,1000,59.3243,,,,,
20,4,2015,16.6865,1000,59.9287,,,,,
21,4,2015,16.7661,1000,59.6442,,,,,
22,4,2015,16.7796,1000,59.5962,,,,,
23,4,2015,16.7616,1000,59.6602,,,,,
24,4,2015,16.615,1000,60.1866,,,,,
27,4,2015,16.4284,1000,60.8702,,,,,
28,4,2015,16.648,1000,60.0673,,,,,
29,4,2015,16.7186,1000,59.8136,,,,,
30,4,2015,16.7415,1000,59.7318,,,,,
4,5,2015,16.9236,1000,59.0891,,,,,
5,5,2015,16.8783,1000,59.2477,,,,,
6,5,2015,16.539,1000,60.4631,,,,,
7,5,2015,16.3605,1000,61.1228,,,,,
8,5,2015,16.5439,1000,60.4452,,,,,
11,5,2015,16.7742,1000,59.6154,,,,,
12,5,2015,16.7175,1000,59.8176,,,,,
13,5,2015,16.7915,1000,59.5539,,,,,
14,5,2015,16.8057,1000,59.5036,,,,,
15,5,2015,16.8764,1000,59.2543,,,,,
18,5,2015,16.963,1000,58.9518,,,,,
19,5,2015,16.9475,1000,59.0058,,,,,
20,5,2015,17.0129,1000,58.7789,,,,,
21,5,2015,16.9888,1000,58.8623,,,,,
22,5,2015,16.9656,1000,58.9428,,,,,
25,5,2015,16.9074,1000,59.1457,,,,,
26,5,2015,16.9014,1000,59.1667,,,,,
27,5,2015,16.8344,1000,59.4022,,,,,
28,5,2015,16.8628,1000,59.3021,,,,,
29,5,2015,16.9597,1000,58.9633,,,,,
1,6,2015,16.8919,1000,59.2,,,,,
2,6,2015,16.7223,1000,59.8004,,,,,
3,6,2015,16.617,1000,60.1793,,,,,
4,6,2015,16.6551,1000,60.0417,,,,,
5,6,2015,16.5652,1000,60.3675,,,,,
8,6,2015,16.4776,1000,60.6884,,,,,
9,6,2015,16.4288,1000,60.8687,,,,,
10,6,2015,16.4792,1000,60.6826,,,,,
11,6,2015,16.469,1000,60.7201,,,,,
12,6,2015,16.5427,1000,60.4496,,,,,
15,6,2015,16.5428,1000,60.4493,,,,,
16,6,2015,16.5428,1000,60.4493,,,,,
17,6,2015,16.6193,1000,60.171,,,,,
18,6,2015,16.7002,1000,59.8795,,,,,
19,6,2015,16.7421,1000,59.7297,,,,,
22,6,2015,16.8923,1000,59.1986,,,,,
23,6,2015,16.9541,1000,58.9828,,,,,
24,6,2015,16.9159,1000,59.116,,,,,
25,6,2015,16.9076,1000,59.145,,,,,
26,6,2015,16.8993,1000,59.174,,,,,
29,6,2015,16.8026,1000,59.5146,,,,,
30,6,2015,16.7392,1000,59.74,,,,,
1,7,2015,16.8275,1000,59.4265,,,,,
2,7,2015,16.8941,1000,59.1923,,,,,
3,7,2015,16.9065,1000,59.1488,,,,,
6,7,2015,16.937,1000,59.0423,,,,,
7,7,2015,17.0401,1000,58.6851,,,,,
8,7,2015,16.9199,1000,59.102,,,,,
9,7,2015,16.8255,1000,59.4336,,,,,
10,7,2015,16.8145,1000,59.4725,,,,,
13,7,2015,16.9542,1000,58.9824,,,,,
14,7,2015,17.0137,1000,58.7762,,,,,
15,7,2015,17.1124,1000,58.4372,,,,,
16,7,2015,17.2139,1000,58.0926,,,,,
17,7,2015,17.353,1000,57.6269,,,,,
20,7,2015,17.5914,1000,56.846,,,,,
21,7,2015,17.4381,1000,57.3457,,,,,
22,7,2015,17.4756,1000,57.2226,,,,,
23,7,2015,17.3986,1000,57.4759,,,,,
24,7,2015,17.225,1000,58.0552,,,,,
27,7,2015,16.9719,1000,58.9209,,,,,
28,7,2015,16.9681,1000,58.9341,,,,,
29,7,2015,17.0553,1000,58.6328,,,,,
30,7,2015,17.1318,1000,58.371,,,,,
31,7,2015,17.1952,1000,58.1558,,,,,
3,8,2015,17.3661,1000,57.5835,,,,,
4,8,2015,17.4151,1000,57.4214,,,,,
5,8,2015,17.3809,1000,57.5344,,,,,
6,8,2015,17.4855,1000,57.1902,,,,,
7,8,2015,17.4492,1000,57.3092,,,,,
10,8,2015,17.3679,1000,57.5775,,,,,
11,8,2015,17.3169,1000,57.7471,,,,,
12,8,2015,17.1477,1000,58.3169,,,,,
13,8,2015,17.1021,1000,58.4724,,,,,
14,8,2015,17.2288,1000,58.0423,,,,,
17,8,2015,17.2445,1000,57.9895,,,,,
18,8,2015,17.265,1000,57.9206,,,,,
19,8,2015,17.3231,1000,57.7264,,,,,
20,8,2015,17.1514,1000,58.3043,,,,,
21,8,2015,17.0198,1000,58.7551,,,,,
24,8,2015,16.2191,1000,61.6557,,,,,
25,8,2015,16.3163,1000,61.2884,,,,,
26,8,2015,16.21,1000,61.6903,,,,,
27,8,2015,16.5639,1000,60.3723,,,,,
28,8,2015,16.6064,1000,60.2177,,,,,
31,8,2015,16.5872,1000,60.2875,,,,,
1,9,2015,16.3755,1000,61.0668,,,,,
2,9,2015,16.2434,1000,61.5635,,,,,
3,9,2015,16.3746,1000,61.0702,,,,,
4,9,2015,16.1642,1000,61.8651,,,,,
7,9,2015,15.9404,1000,62.7337,,,,,
8,9,2015,16.0955,1000,62.1292,,,,,
9,9,2015,16.3121,1000,61.3042,,,,,
10,9,2015,16.3057,1000,61.3282,,,,,
11,9,2015,16.36,1000,61.1247,,,,,
14,9,2015,16.4771,1000,60.6903,,,,,
15,9,2015,16.2858,1000,61.4032,,,,,
16,9,2015,16.3547,1000,61.1445,,,,,
18,9,2015,16.5086,1000,60.5745,,,,,
21,9,2015,16.4225,1000,60.8921,,,,,
22,9,2015,16.33,1000,61.237,,,,,
23,9,2015,16.255,1000,61.5195,,,,,
24,9,2015,16.2562,1000,61.515,,,,,
28,9,2015,16.227,1000,61.6257,,,,,
29,9,2015,16.0695,1000,62.2297,,,,,
30,9,2015,16.1357,1000,61.9744,,,,,
1,10,2015,16.1448,1000,61.9394,,,,,
5,10,2015,16.387,1000,61.024,,,,,
6,10,2015,16.4672,1000,60.7268,,,,,
7,10,2015,16.4584,1000,60.7592,,,,,
8,10,2015,16.425,1000,60.8828,,,,,
9,10,2015,16.5139,1000,60.555,,,,,
12,10,2015,16.5215,1000,60.5272,,,,,
13,10,2015,16.6312,1000,60.128,,,,,
14,10,2015,16.7306,1000,59.7707,,,,,
15,10,2015,16.8024,1000,59.5153,,,,,
16,10,2015,16.8506,1000,59.3451,,,,,
19,10,2015,16.854,1000,59.3331,,,,,
20,10,2015,16.9259,1000,59.0811,,,,,
21,10,2015,16.8546,1000,59.331,,,,,
23,10,2015,16.9417,1000,59.026,,,,,
26,10,2015,17.2001,1000,58.1392,,,,,
27,10,2015,17.2854,1000,57.8523,,,,,
28,10,2015,17.1653,1000,58.2571,,,,,
29,10,2015,17.2493,1000,57.9734,,,,,
30,10,2015,17.2922,1000,57.8295,,,,,
2,11,2015,17.3999,1000,57.4716,,,,,
3,11,2015,17.4589,1000,57.2774,,,,,
4,11,2015,17.3896,1000,57.5056,,,,,
5,11,2015,17.3254,1000,57.7187,,,,,
6,11,2015,17.1974,1000,58.1483,,,,,
9,11,2015,17.1912,1000,58.1693,,,,,
10,11,2015,17.0605,1000,58.6149,,,,,
13,11,2015,17.1115,1000,58.4402,,,,,
16,11,2015,17.1051,1000,58.4621,,,,,
17,11,2015,17.2018,1000,58.1335,,,,,
18,11,2015,17.1046,1000,58.4638,,,,,
19,11,2015,17.2649,1000,57.921,,,,,
20,11,2015,17.3094,1000,57.7721,,,,,
23,11,2015,17.421,1000,57.402,,,,,
24,11,2015,17.4213,1000,57.401,,,,,
26,11,2015,17.6377,1000,56.6967,,,,,
27,11,2015,17.6701,1000,56.5928,,,,,
30,11,2015,17.8154,1000,56.1312,,,,,
1,12,2015,17.72,1000,56.4334,,,,,
2,12,2015,17.7626,1000,56.2981,,,,,
3,12,2015,17.723,1000,56.4239,,,,,
4,12,2015,17.632,1000,56.7151,,,,,
7,12,2015,17.6875,1000,56.5371,,,,,
8,12,2015,17.5734,1000,56.9042,,,,,
9,12,2015,17.3727,1000,57.5616,,,,,
10,12,2015,17.4146,1000,57.4231,,,,,
11,12,2015,17.2944,1000,57.8222,,,,,
14,12,2015,17.211,1000,58.1024,,,,,
15,12,2015,17.3142,1000,57.7561,,,,,
16,12,2015,17.3893,1000,57.5066,,,,,
17,12,2015,17.5397,1000,57.0135,,,,,
18,12,2015,17.4762,1000,57.2207,,,,,
21,12,2015,17.4792,1000,57.2109,,,,,
22,12,2015,17.5738,1000,56.9029,,,,,
23,12,2015,17.6517,1000,56.6518,,,,,
24,12,2015,17.6266,1000,56.7324,,,,,
28,12,2015,17.7102,1000,56.4646,,,,,
29,12,2015,17.7387,1000,56.3739,,,,,
30,12,2015,17.7863,1000,56.223,,,,,
31,12,2015,17.7732,1000,56.2645,,,,,
1,1,2016,17.7309,1000,56.3987,,,,,
4,1,2016,17.6198,1000,56.7543,,,,,
5,1,2016,17.5779,1000,56.8896,,,,,
6,1,2016,17.5596,1000,56.9489,,,,,
7,1,2016,17.2838,1000,57.8576,,,,,
8,1,2016,17.2514,1000,57.9663,,,,,
11,1,2016,17.1288,1000,58.3812,,,,,
12,1,2016,17.0742,1000,58.5679,,,,,
13,1,2016,16.9492,1000,58.9998,,,,,
14,1,2016,16.7277,1000,59.7811,,,,,
15,1,2016,16.5564,1000,60.3996,,,,,
18,1,2016,15.9963,1000,62.5145,,,,,
19,1,2016,16.2189,1000,61.6565,,,,,
20,1,2016,16.1072,1000,62.084,,,,,
21,1,2016,16.1241,1000,62.019,,,,,
22,1,2016,16.3124,1000,61.3031,,,,,
25,1,2016,16.451,1000,60.7866,,,,,
27,1,2016,16.4458,1000,60.8058,,,,,
28,1,2016,16.3986,1000,60.9808,,,,,
29,1,2016,16.5919,1000,60.2704,,,,,
1,2,2016,16.6609,1000,60.0208,,,,,
2,2,2016,16.6031,1000,60.2297,,,,,
3,2,2016,16.4455,1000,60.8069,,,,,
4,2,2016,16.3545,1000,61.1453,,,,,
5,2,2016,16.3692,1000,61.0903,,,,,
8,2,2016,16.3234,1000,61.2617,,,,,
9,2,2016,16.2121,1000,61.6823,,,,,
10,2,2016,16.0879,1000,62.1585,,,,,
11,2,2016,15.6903,1000,63.7336,,,,,
12,2,2016,15.5877,1000,64.1531,,,,,
15,2,2016,15.9409,1000,62.7317,,,,,
16,2,2016,15.7268,1000,63.5857,,,,,
17,2,2016,15.8319,1000,63.1636,,,,,
18,2,2016,16.0044,1000,62.4828,,,,,
19,2,2016,15.9674,1000,62.6276,,,,,
22,2,2016,15.9948,1000,62.5203,,,,,
23,2,2016,15.9318,1000,62.7675,,,,,
24,2,2016,15.7322,1000,63.5639,,,,,
25,2,2016,15.6638,1000,63.8415,,,,,
26,2,2016,15.7158,1000,63.6302,,,,,
29,2,2016,15.6564,1000,63.8716,,,,,
1,3,2016,15.8379,1000,63.1397,,,,,
2,3,2016,16.1479,1000,61.9276,,,,,
3,3,2016,16.2041,1000,61.7128,,,,,
4,3,2016,16.2373,1000,61.5866,,,,,
8,3,2016,16.1997,1000,61.7295,,,,,
9,3,2016,16.2262,1000,61.6287,,,,,
10,3,2016,16.2049,1000,61.7097,,,,,
11,3,2016,16.258,1000,61.5082,,,,,
14,3,2016,16.3609,1000,61.1213,,,,,
15,3,2016,16.3377,1000,61.2081,,,,,
16,3,2016,16.4116,1000,60.9325,,,,,
17,3,2016,16.5118,1000,60.5627,,,,,
18,3,2016,16.6138,1000,60.1909,,,,,
21,3,2016,16.7221,1000,59.8011,,,,,
22,3,2016,16.7614,1000,59.6609,,,,,
23,3,2016,16.8314,1000,59.4128,,,,,
28,3,2016,16.7035,1000,59.8677,,,,,
29,3,2016,16.7953,1000,59.5405,,,,,
30,3,2016,17.005,1000,58.8062,,,,,
31,3,2016,17.0661,1000,58.5957,,,,,
1,4,2016,17.0291,1000,58.723,,,,,
4,4,2016,17.0465,1000,58.6631,,,,,
5,4,2016,16.9273,1000,59.0762,,,,,
6,4,2016,16.8446,1000,59.3662,,,,,
7,4,2016,16.8273,1000,59.4272,,,,,
8,4,2016,16.8369,1000,59.3934,,,,,
11,4,2016,16.909,1000,59.1401,,,,,
12,4,2016,16.9352,1000,59.0486,,,,,
13,4,2016,17.1254,1000,58.3928,,,,,
18,4,2016,17.382,1000,57.5308,,,,,
20,4,2016,17.3721,1000,57.5636,,,,,
21,4,2016,17.4061,1000,57.4511,,,,,
22,4,2016,17.4152,1000,57.4211,,,,,
25,4,2016,17.2321,1000,58.0312,,,,,
26,4,2016,17.2348,1000,58.0221,,,,,
27,4,2016,17.1785,1000,58.2123,,,,,
28,4,2016,17.1937,1000,58.1608,,,,,
29,4,2016,17.1537,1000,58.2965,,,,,
2,5,2016,17.1338,1000,58.3642,,,,,
3,5,2016,17.1043,1000,58.4648,,,,,
4,5,2016,17.0432,1000,58.6744,,,,,
5,5,2016,16.9444,1000,59.0165,,,,,
6,5,2016,16.9841,1000,58.8786,,,,,
9,5,2016,17.0948,1000,58.4973,,,,,
10,5,2016,17.1656,1000,58.256,,,,,
11,5,2016,17.2315,1000,58.0333,,,,,
12,5,2016,17.3688,1000,57.5745,,,,,
13,5,2016,17.3258,1000,57.7174,,,,,
16,5,2016,17.3054,1000,57.7854,,,,,
17,5,2016,17.3681,1000,57.5768,,,,,
18,5,2016,17.325,1000,57.7201,,,,,
19,5,2016,17.2295,1000,58.04,,,,,
20,5,2016,17.0392,1000,58.6882,,,,,
23,5,2016,17.0928,1000,58.5042,,,,,
24,5,2016,17.08,1000,58.548,,,,,
25,5,2016,17.2329,1000,58.0285,,,,,
26,5,2016,17.4042,1000,57.4574,,,,,
27,5,2016,17.4235,1000,57.3937,,,,,
30,5,2016,17.4826,1000,57.1997,,,,,
31,5,2016,17.4491,1000,57.3095,,,,,
1,6,2016,17.4435,1000,57.3279,,,,,
2,6,2016,17.4014,1000,57.4666,,,,,
3,6,2016,17.4335,1000,57.3608,,,,,
6,6,2016,17.3983,1000,57.4769,,,,,
7,6,2016,17.5363,1000,57.0246,,,,,
8,6,2016,17.5812,1000,56.8789,,,,,
9,6,2016,17.6456,1000,56.6714,,,,,
10,6,2016,17.6065,1000,56.7972,,,,,
13,6,2016,17.4619,1000,57.2675,,,,,
14,6,2016,17.4443,1000,57.3253,,,,,
15,6,2016,17.4682,1000,57.2469,,,,,
16,6,2016,17.5674,1000,56.9236,,,,,
17,6,2016,17.5641,1000,56.9343,,,,,
20,6,2016,17.4949,1000,57.1595,,,,,
21,6,2016,17.5603,1000,56.9466,,,,,
22,6,2016,17.5712,1000,56.9113,,,,,
23,6,2016,17.581,1000,56.8796,,,,,
24,6,2016,17.4377,1000,57.347,,,,,
27,6,2016,17.344,1000,57.6568,,,,,
28,6,2016,17.2582,1000,57.9435,,,,,
29,6,2016,17.4234,1000,57.3941,,,,,
30,6,2016,17.5526,1000,56.9716,,,,,
1,7,2016,17.5883,1000,56.856,,,,,
4,7,2016,17.7378,1000,56.3768,,,,,
5,7,2016,17.6714,1000,56.5886,,,,,
7,7,2016,17.6633,1000,56.6146,,,,,
8,7,2016,17.6548,1000,56.6418,,,,,
11,7,2016,17.85,1000,56.0224,,,,,
12,7,2016,17.9102,1000,55.8341,,,,,
13,7,2016,17.9342,1000,55.7594,,,,,
14,7,2016,17.8766,1000,55.939,,,,,
15,7,2016,17.8406,1000,56.0519,,,,,
18,7,2016,17.7917,1000,56.206,,,,,
19,7,2016,17.9548,1000,55.6954,,,,,
20,7,2016,18.0143,1000,55.5115,,,,,
21,7,2016,18.0206,1000,55.492,,,,,
22,7,2016,18.055,1000,55.3863,,,,,
25,7,2016,18.1292,1000,55.1596,,,,,
26,7,2016,18.2017,1000,54.9399,,,,,
27,7,2016,18.2201,1000,54.8844,,,,,
28,7,2016,18.3523,1000,54.4891,,,,,
29,7,2016,18.3486,1000,54.5001,,,,,
1,8,2016,18.3375,1000,54.5331,,,,,
2,8,2016,18.3353,1000,54.5396,,,,,
3,8,2016,18.2044,1000,54.9318,,,,,
4,8,2016,18.1847,1000,54.9913,,,,,
5,8,2016,18.394,1000,54.3656,,,,,
8,8,2016,18.4807,1000,54.1105,,,,,
9,8,2016,18.3788,1000,54.4105,,,,,
10,8,2016,18.2848,1000,54.6902,,,,,
11,8,2016,18.3143,1000,54.6021,,,,,
12,8,2016,18.414,1000,54.3065,,,,,
16,8,2016,18.3541,1000,54.4837,,,,,
17,8,2016,18.3077,1000,54.6218,,,,,
18,8,2016,18.4204,1000,54.2876,,,,,
19,8,2016,18.4641,1000,54.1592,,,,,
22,8,2016,18.4543,1000,54.1879,,,,,
23,8,2016,18.4684,1000,54.1465,,,,,
24,8,2016,18.5991,1000,53.766,,,,,
25,8,2016,18.5848,1000,53.8074,,,,,
26,8,2016,18.6223,1000,53.6991,,,,,
29,8,2016,18.6524,1000,53.6124,,,,,
30,8,2016,18.7714,1000,53.2725,,,,,
31,8,2016,18.8414,1000,53.0746,,,,,
1,9,2016,18.7248,1000,53.4051,,,,,
2,9,2016,18.7691,1000,53.2791,,,,,
6,9,2016,18.9162,1000,52.8647,,,,,
7,9,2016,18.9061,1000,52.893,,,,,
8,9,2016,18.9369,1000,52.807,,,,,
9,9,2016,18.8304,1000,53.1056,,,,,
12,9,2016,18.5446,1000,53.9241,,,,,
14,9,2016,18.5834,1000,53.8115,,,,,
15,9,2016,18.5574,1000,53.8869,,,,,
16,9,2016,18.6669,1000,53.5708,,,,,
19,9,2016,18.5769,1000,53.8303,,,,,
20,9,2016,18.5605,1000,53.8779,,,,,
21,9,2016,18.5989,1000,53.7666,,,,,
22,9,2016,18.7464,1000,53.3436,,,,,
23,9,2016,18.7479,1000,53.3393,,,,,
26,9,2016,18.6328,1000,53.6688,,,,,
27,9,2016,18.5842,1000,53.8091,,,,,
28,9,2016,18.6678,1000,53.5682,,,,,
29,9,2016,18.5152,1000,54.0097,,,,,
30,9,2016,18.6047,1000,53.7499,,,,,
3,10,2016,18.7893,1000,53.2218,,,,,
4,10,2016,18.9342,1000,52.8145,,,,,
5,10,2016,19.0092,1000,52.6061,,,,,
6,10,2016,19.075,1000,52.4246,,,,,
7,10,2016,19.1083,1000,52.3333,,,,,
10,10,2016,19.0915,1000,52.3793,,,,,
13,10,2016,19.017,1000,52.5845,,,,,
14,10,2016,19.1743,1000,52.1531,,,,,
17,10,2016,19.285,1000,51.8538,,,,,
18,10,2016,19.3835,1000,51.5903,,,,,
19,10,2016,19.3756,1000,51.6113,,,,,
20,10,2016,19.4001,1000,51.5461,,,,,
21,10,2016,19.4007,1000,51.5445,,,,,
24,10,2016,19.4246,1000,51.4811,,,,,
25,10,2016,19.5028,1000,51.2747,,,,,
26,10,2016,19.3106,1000,51.785,,,,,
27,10,2016,19.0242,1000,52.5646,,,,,
28,10,2016,19.0744,1000,52.4263,,,,,
1,11,2016,19.0649,1000,52.4524,,,,,
2,11,2016,18.9277,1000,52.8326,,,,,
3,11,2016,18.8354,1000,53.0915,,,,,
4,11,2016,18.6496,1000,53.6205,,,,,
7,11,2016,18.661,1000,53.5877,,,,,
8,11,2016,18.8454,1000,53.0633,,,,,
9,11,2016,18.8162,1000,53.1457,,,,,
10,11,2016,18.9468,1000,52.7794,,,,,
11,11,2016,18.6495,1000,53.6207,,,,,
15,11,2016,18.1541,1000,55.084,,,,,
16,11,2016,18.212,1000,54.9089,,,,,
17,11,2016,18.1747,1000,55.0215,,,,,
18,11,2016,18.1954,1000,54.9589,,,,,
21,11,2016,17.9961,1000,55.5676,,,,,
22,11,2016,18.0998,1000,55.2492,,,,,
23,11,2016,18.1639,1000,55.0543,,,,,
24,11,2016,18.1892,1000,54.9777,,,,,
25,11,2016,18.2435,1000,54.814,,,,,
28,11,2016,18.2642,1000,54.7519,,,,,
29,11,2016,18.3164,1000,54.5959,,,,,
30,11,2016,18.4973,1000,54.0619,,,,,
1,12,2016,18.4634,1000,54.1612,,,,,
2,12,2016,18.3265,1000,54.5658,,,,,
5,12,2016,18.3127,1000,54.6069,,,,,
6,12,2016,18.4046,1000,54.3342,,,,,
7,12,2016,18.3324,1000,54.5482,,,,,
8,12,2016,18.5342,1000,53.9543,,,,,
9,12,2016,18.5456,1000,53.9211,,,,,
12,12,2016,18.5693,1000,53.8523,,,,,
13,12,2016,18.5449,1000,53.9232,,,,,
14,12,2016,18.5897,1000,53.7932,,,,,
15,12,2016,18.5923,1000,53.7857,,,,,
16,12,2016,18.604,1000,53.7519,,,,,
19,12,2016,18.5217,1000,53.9907,,,,,
20,12,2016,18.4542,1000,54.1882,,,,,
21,12,2016,18.4505,1000,54.1991,,,,,
22,12,2016,18.2728,1000,54.7262,,,,,
23,12,2016,18.2574,1000,54.7723,,,,,
26,12,2016,18.1524,1000,55.0891,,,,,
27,12,2016,18.2012,1000,54.9414,,,,,
28,12,2016,18.3198,1000,54.5857,,,,,
29,12,2016,18.3732,1000,54.4271,,,,,
30,12,2016,18.4589,1000,54.1744,,,,,
2,1,2017,18.3968,1000,54.3573,,,,,
3,1,2017,18.4653,1000,54.1556,,,,,
4,1,2017,18.4996,1000,54.0552,,,,,
5,1,2017,18.586,1000,53.8039,,,,,
6,1,2017,18.5963,1000,53.7741,,,,,
9,1,2017,18.6347,1000,53.6633,,,,,
10,1,2017,18.6429,1000,53.6397,,,,,
11,1,2017,18.7438,1000,53.351,,,,,
12,1,2017,18.7226,1000,53.4114,,,,,
13,1,2017,18.6945,1000,53.4917,,,,,
16,1,2017,18.6878,1000,53.5108,,,,,
17,1,2017,18.7614,1000,53.3009,,,,,
18,1,2017,18.818,1000,53.1406,,,,,
19,1,2017,18.8035,1000,53.1816,,,,,
20,1,2017,18.6883,1000,53.5094,,,,,
23,1,2017,18.6936,1000,53.4942,,,,,
24,1,2017,18.8359,1000,53.0901,,,,,
25,1,2017,18.9725,1000,52.7079,,,,,
27,1,2017,19.1329,1000,52.266,,,,,
30,1,2017,19.1486,1000,52.2231,,,,,
31,1,2017,19.0001,1000,52.6313,,,,,
1,2,2017,19.0838,1000,52.4005,,,,,
2,2,2017,19.1099,1000,52.3289,,,,,
3,2,2017,19.1583,1000,52.1967,,,,,
6,2,2017,19.3135,1000,51.7773,,,,,
7,2,2017,19.3356,1000,51.7181,,,,,
8,2,2017,19.3247,1000,51.7472,,,,,
9,2,2017,19.3789,1000,51.6025,,,,,
10,2,2017,19.3205,1000,51.7585,,,,,
13,2,2017,19.316,1000,51.7706,,,,,
14,2,2017,19.3364,1000,51.7159,,,,,
15,2,2017,19.3286,1000,51.7368,,,,,
16,2,2017,19.3974,1000,51.5533,,,,,
17,2,2017,19.4202,1000,51.4928,,,,,
20,2,2017,19.492,1000,51.3031,,,,,
21,2,2017,19.5744,1000,51.0871,,,,,
22,2,2017,19.5653,1000,51.1109,,,,,
23,2,2017,19.6015,1000,51.0165,,,,,
27,2,2017,19.63,1000,50.9424,,,,,
28,2,2017,19.6606,1000,50.8631,,,,,
1,3,2017,19.7209,1000,50.7076,,,,,
2,3,2017,19.7618,1000,50.6027,,,,,
3,3,2017,19.7183,1000,50.7143,,,,,
6,3,2017,19.7437,1000,50.6491,,,,,
7,3,2017,19.7386,1000,50.6622,,,,,
8,3,2017,19.7017,1000,50.757,,,,,
9,3,2017,19.6961,1000,50.7715,,,,,
10,3,2017,19.6579,1000,50.8701,,,,,
14,3,2017,19.7982,1000,50.5096,,,,,
15,3,2017,19.8031,1000,50.4971,,,,,
16,3,2017,19.8994,1000,50.2528,,,,,
17,3,2017,19.9411,1000,50.1477,,,,,
20,3,2017,19.9274,1000,50.1822,,,,,
21,3,2017,19.8806,1000,50.3003,,,,,
22,3,2017,19.7119,1000,50.7308,,,,,
23,3,2017,19.7111,1000,50.7328,,,,,
24,3,2017,19.7134,1000,50.7269,,,,,
