Date,Month,Year,NAV,Amount_Invested,Units_Bought,,Date,occurances,total units,Avg_Units_Per_Occurrence
9,7,2019,25.916,1000,38.5862,,,,,
10,7,2019,25.8704,1000,38.6542,,,,,
11,7,2019,26.0614,1000,38.3709,,,,,
12,7,2019,26.0614,1000,38.3709,,,,,
15,7,2019,26.0776,1000,38.3471,,,,,
16,7,2019,26.1682,1000,38.2143,,,,,
17,7,2019,26.1404,1000,38.255,,,,,
18,7,2019,26.0274,1000,38.421,,,,,
19,7,2019,25.7246,1000,38.8733,,,,,
22,7,2019,25.5424,1000,39.1506,,,,,
23,7,2019,25.61,1000,39.0472,,,,,
24,7,2019,25.4847,1000,39.2392,,,,,
25,7,2019,25.5733,1000,39.1033,,,,,
26,7,2019,25.5915,1000,39.0755,,,,,
29,7,2019,25.7339,1000,38.8592,,,,,
30,7,2019,25.5037,1000,39.21,,,,,
31,7,2019,25.4959,1000,39.222,,,,,
1,8,2019,25.2207,1000,39.65,,,,,
2,8,2019,25.3326,1000,39.4748,,,,,
5,8,2019,25.0866,1000,39.8619,,,,,
6,8,2019,25.0166,1000,39.9735,,,,,
7,8,2019,25.122,1000,39.8057,,,,,
8,8,2019,25.2781,1000,39.5599,,,,,
9,8,2019,25.6017,1000,39.0599,,,,,
13,8,2019,25.1758,1000,39.7207,,,,,
14,8,2019,25.3405,1000,39.4625,,,,,
16,8,2019,25.2151,1000,39.6588,,,,,
19,8,2019,25.3342,1000,39.4723,,,,,
20,8,2019,25.4496,1000,39.2933,,,,,
21,8,2019,25.3425,1000,39.4594,,,,,
22,8,2019,25.3023,1000,39.5221,,,,,
23,8,2019,25.2568,1000,39.5933,,,,,
26,8,2019,25.313,1000,39.5054,,,,,
27,8,2019,25.4362,1000,39.314,,,,,
28,8,2019,25.387,1000,39.3902,,,,,
29,8,2019,25.3295,1000,39.4797,,,,,
30,8,2019,25.4665,1000,39.2673,,,,,
3,9,2019,25.3389,1000,39.465,,,,,
4,9,2019,25.3484,1000,39.4502,,,,,
5,9,2019,25.4532,1000,39.2878,,,,,
6,9,2019,25.734,1000,38.8591,,,,,
9,9,2019,25.8772,1000,38.6441,,,,,
11,9,2019,25.9175,1000,38.584,,,,,
12,9,2019,26.0158,1000,38.4382,,,,,
13,9,2019,26.1602,1000,38.226,,,,,
16,9,2019,26.109,1000,38.301,,,,,
17,9,2019,25.711,1000,38.8939,,,,,
18,9,2019,25.7089,1000,38.897,,,,,
19,9,2019,25.5236,1000,39.1794,,,,,
20,9,2019,26.3088,1000,38.0101,,,,,
23,9,2019,26.8904,1000,37.188,,,,,
24,9,2019,26.8561,1000,37.2355,,,,,
25,9,2019,26.4824,1000,37.7609,,,,,
26,9,2019,26.5801,1000,37.6221,,,,,
27,9,2019,26.5103,1000,37.7212,,,,,
30,9,2019,26.3261,1000,37.9851,,,,,
1,10,2019,26.2316,1000,38.122,,,,,
3,10,2019,25.8942,1000,38.6187,,,,,
4,10,2019,25.7689,1000,38.8065,,,,,
7,10,2019,25.8835,1000,38.6347,,,,,
9,10,2019,25.925,1000,38.5728,,,,,
10,10,2019,25.834,1000,38.7087,,,,,
11,10,2019,25.8414,1000,38.6976,,,,,
14,10,2019,26.1267,1000,38.275,,,,,
15,10,2019,26.2751,1000,38.0588,,,,,
16,10,2019,26.4987,1000,37.7377,,,,,
17,10,2019,26.6704,1000,37.4948,,,,,
18,10,2019,26.9315,1000,37.1312,,,,,
22,10,2019,26.9211,1000,37.1456,,,,,
23,10,2019,26.8555,1000,37.2363,,,,,
24,10,2019,26.9283,1000,37.1357,,,,,
25,10,2019,26.9314,1000,37.1314,,,,,
29,10,2019,27.2798,1000,36.6572,,,,,
30,10,2019,27.2242,1000,36.732,,,,,
31,10,2019,27.2633,1000,36.6793,,,,,
1,11,2019,27.3842,1000,36.5174,,,,,
4,11,2019,27.4128,1000,36.4793,,,,,
5,11,2019,27.4531,1000,36.4258,,,,,
6,11,2019,27.5429,1000,36.307,,,,,
7,11,2019,27.5114,1000,36.3486,,,,,
8,11,2019,27.444,1000,36.4378,,,,,
11,11,2019,27.394,1000,36.5043,,,,,
13,11,2019,27.2241,1000,36.7322,,,,,
14,11,2019,27.3661,1000,36.5416,,,,,
15,11,2019,27.3939,1000,36.5045,,,,,
18,11,2019,27.4351,1000,36.4497,,,,,
19,11,2019,27.4934,1000,36.3724,,,,,
20,11,2019,27.5405,1000,36.3102,,,,,
21,11,2019,27.501,1000,36.3623,,,,,
22,11,2019,27.3172,1000,36.607,,,,,
25,11,2019,27.4561,1000,36.4218,,,,,
26,11,2019,27.4802,1000,36.3898,,,,,
27,11,2019,27.5309,1000,36.3228,,,,,
28,11,2019,27.6738,1000,36.1353,,,,,
29,11,2019,27.5924,1000,36.2419,,,,,
2,12,2019,27.4199,1000,36.4699,,,,,
3,12,2019,27.2169,1000,36.7419,,,,,
4,12,2019,27.3319,1000,36.5873,,,,,
5,12,2019,27.2961,1000,36.6353,,,,,
6,12,2019,27.155,1000,36.8256,,,,,
9,12,2019,27.2653,1000,36.6767,,,,,
10,12,2019,27.1301,1000,36.8594,,,,,
11,12,2019,27.1332,1000,36.8552,,,,,
12,12,2019,27.2358,1000,36.7164,,,,,
13,12,2019,27.2862,1000,36.6486,,,,,
16,12,2019,27.1952,1000,36.7712,,,,,
17,12,2019,27.3519,1000,36.5605,,,,,
18,12,2019,27.4085,1000,36.485,,,,,
19,12,2019,27.4748,1000,36.397,,,,,
20,12,2019,27.5945,1000,36.2391,,,,,
23,12,2019,27.6495,1000,36.167,,,,,
24,12,2019,27.7282,1000,36.0644,,,,,
26,12,2019,27.6213,1000,36.2039,,,,,
27,12,2019,27.8783,1000,35.8702,,,,,
30,12,2019,27.8969,1000,35.8463,,,,,
31,12,2019,27.7455,1000,36.0419,,,,,
1,1,2020,27.8018,1000,35.9689,,,,,
2,1,2020,27.9504,1000,35.7777,,,,,
3,1,2020,27.9797,1000,35.7402,,,,,
6,1,2020,27.6539,1000,36.1613,,,,,
7,1,2020,27.764,1000,36.0179,,,,,
8,1,2020,27.8038,1000,35.9663,,,,,
9,1,2020,28.0164,1000,35.6934,,,,,
10,1,2020,28.0776,1000,35.6156,,,,,
13,1,2020,28.0895,1000,35.6005,,,,,
14,1,2020,28.2853,1000,35.3541,,,,,
15,1,2020,28.3599,1000,35.2611,,,,,
16,1,2020,28.4077,1000,35.2017,,,,,
17,1,2020,28.5285,1000,35.0527,,,,,
20,1,2020,28.4998,1000,35.088,,,,,
21,1,2020,28.4558,1000,35.1422,,,,,
22,1,2020,28.4956,1000,35.0931,,,,,
23,1,2020,28.6018,1000,34.9628,,,,,
24,1,2020,28.5822,1000,34.9868,,,,,
27,1,2020,28.3813,1000,35.2345,,,,,
28,1,2020,28.2831,1000,35.3568,,,,,
29,1,2020,28.4958,1000,35.0929,,,,,
30,1,2020,28.4736,1000,35.1203,,,,,
31,1,2020,28.436,1000,35.1667,,,,,
3,2,2020,28.2736,1000,35.3687,,,,,
4,2,2020,28.7975,1000,34.7252,,,,,
5,2,2020,28.904,1000,34.5973,,,,,
6,2,2020,28.9754,1000,34.512,,,,,
7,2,2020,29.0818,1000,34.3858,,,,,
10,2,2020,29.0109,1000,34.4698,,,,,
11,2,2020,29.222,1000,34.2208,,,,,
12,2,2020,29.2645,1000,34.1711,,,,,
13,2,2020,29.2967,1000,34.1335,,,,,
14,2,2020,29.1333,1000,34.325,,,,,
17,2,2020,29.1746,1000,34.2764,,,,,
18,2,2020,29.0614,1000,34.4099,,,,,
19,2,2020,29.2707,1000,34.1639,,,,,
20,2,2020,29.2508,1000,34.1871,,,,,
24,2,2020,28.813,1000,34.7066,,,,,
25,2,2020,28.378,1000,35.2386,,,,,
26,2,2020,27.9758,1000,35.7452,,,,,
27,2,2020,27.9938,1000,35.7222,,,,,
28,2,2020,27.1963,1000,36.7697,,,,,
2,3,2020,27.0962,1000,36.9055,,,,,
3,3,2020,27.575,1000,36.2647,,,,,
4,3,2020,27.2193,1000,36.7386,,,,,
5,3,2020,27.4586,1000,36.4185,,,,,
6,3,2020,26.822,1000,37.2828,,,,,
9,3,2020,25.9759,1000,38.4972,,,,,
11,3,2020,26.0018,1000,38.4589,,,,,
12,3,2020,24.5251,1000,40.7746,,,,,
13,3,2020,24.1784,1000,41.3592,,,,,
16,3,2020,23.681,1000,42.2279,,,,,
17,3,2020,22.798,1000,43.8635,,,,,
18,3,2020,22.3825,1000,44.6778,,,,,
19,3,2020,21.7693,1000,45.9362,,,,,
20,3,2020,22.0954,1000,45.2583,,,,,
23,3,2020,20.2032,1000,49.4971,,,,,
24,3,2020,20.1555,1000,49.6142,,,,,
25,3,2020,21.146,1000,47.2903,,,,,
26,3,2020,21.4423,1000,46.6368,,,,,
27,3,2020,21.8545,1000,45.7572,,,,,
30,3,2020,21.277,1000,46.9991,,,,,
31,3,2020,21.8587,1000,45.7484,,,,,
1,4,2020,21.5211,1000,46.466,,,,,
3,4,2020,21.2603,1000,47.036,,,,,
7,4,2020,22.5687,1000,44.3092,,,,,
8,4,2020,22.8569,1000,43.7505,,,,,
9,4,2020,23.6191,1000,42.3386,,,,,
13,4,2020,23.5496,1000,42.4636,,,,,
15,4,2020,23.7747,1000,42.0615,,,,,
16,4,2020,23.8418,1000,41.9431,,,,,
17,4,2020,24.4395,1000,40.9174,,,,,
20,4,2020,24.3951,1000,40.9918,,,,,
21,4,2020,23.8037,1000,42.0103,,,,,
22,4,2020,23.6475,1000,42.2878,,,,,
23,4,2020,23.9724,1000,41.7146,,,,,
24,4,2020,23.9295,1000,41.7894,,,,,
27,4,2020,24.2014,1000,41.3199,,,,,
28,4,2020,24.3608,1000,41.0496,,,,,
29,4,2020,24.3901,1000,41.0002,,,,,
30,4,2020,24.9536,1000,40.0744,,,,,
4,5,2020,24.1339,1000,41.4355,,,,,
5,5,2020,24.0604,1000,41.5621,,,,,
6,5,2020,24.3892,1000,41.0018,,,,,
7,5,2020,24.4183,1000,40.9529,,,,,
8,5,2020,24.4068,1000,40.9722,,,,,
11,5,2020,24.6818,1000,40.5157,,,,,
12,5,2020,24.9768,1000,40.0372,,,,,
13,5,2020,25.0982,1000,39.8435,,,,,
14,5,2020,24.8637,1000,40.2193,,,,,
15,5,2020,24.8703,1000,40.2086,,,,,
18,5,2020,24.4226,1000,40.9457,,,,,
19,5,2020,24.6382,1000,40.5874,,,,,
20,5,2020,24.8126,1000,40.3021,,,,,
21,5,2020,25.3109,1000,39.5087,,,,,
22,5,2020,25.1826,1000,39.71,,,,,
26,5,2020,25.3222,1000,39.491,,,,,
27,5,2020,25.7978,1000,38.763,,,,,
28,5,2020,26.0039,1000,38.4558,,,,,
29,5,2020,26.172,1000,38.2088,,,,,
1,6,2020,26.4484,1000,37.8095,,,,,
2,6,2020,26.8559,1000,37.2358,,,,,
3,6,2020,26.9279,1000,37.1362,,,,,
4,6,2020,26.9678,1000,37.0813,,,,,
5,6,2020,27.1327,1000,36.8559,,,,,
8,6,2020,27.4218,1000,36.4673,,,,,
9,6,2020,27.3905,1000,36.509,,,,,
10,6,2020,27.5608,1000,36.2834,,,,,
11,6,2020,27.3409,1000,36.5752,,,,,
12,6,2020,26.9921,1000,37.0479,,,,,
15,6,2020,26.8813,1000,37.2006,,,,,
16,6,2020,26.9875,1000,37.0542,,,,,
17,6,2020,27.1651,1000,36.8119,,,,,
18,6,2020,27.4042,1000,36.4908,,,,,
19,6,2020,27.5194,1000,36.338,,,,,
22,6,2020,27.8706,1000,35.8801,,,,,
23,6,2020,28.2802,1000,35.3604,,,,,
24,6,2020,28.232,1000,35.4208,,,,,
25,6,2020,28.0956,1000,35.5928,,,,,
26,6,2020,28.2253,1000,35.4292,,,,,
29,6,2020,27.8588,1000,35.8953,,,,,
30,6,2020,27.7801,1000,35.997,,,,,
1,7,2020,28.1744,1000,35.4932,,,,,
2,7,2020,28.6104,1000,34.9523,,,,,
3,7,2020,28.709,1000,34.8323,,,,,
6,7,2020,28.96,1000,34.5304,,,,,
7,7,2020,29.4929,1000,33.9065,,,,,
8,7,2020,29.4238,1000,33.9861,,,,,
9,7,2020,29.5734,1000,33.8142,,,,,
10,7,2020,29.5454,1000,33.8462,,,,,
13,7,2020,29.5311,1000,33.8626,,,,,
14,7,2020,29.2022,1000,34.244,,,,,
15,7,2020,29.4581,1000,33.9465,,,,,
16,7,2020,29.5901,1000,33.7951,,,,,
17,7,2020,29.7406,1000,33.6241,,,,,
20,7,2020,29.9723,1000,33.3641,,,,,
21,7,2020,30.263,1000,33.0437,,,,,
22,7,2020,30.0744,1000,33.2509,,,,,
23,7,2020,30.1815,1000,33.1329,,,,,
24,7,2020,30.1172,1000,33.2036,,,,,
27,7,2020,30.1098,1000,33.2118,,,,,
28,7,2020,30.4984,1000,32.7886,,,,,
29,7,2020,30.2734,1000,33.0323,,,,,
30,7,2020,30.2744,1000,33.0312,,,,,
31,7,2020,30.5171,1000,32.7685,,,,,
3,8,2020,30.6111,1000,32.6679,,,,,
4,8,2020,30.8721,1000,32.3917,,,,,
5,8,2020,30.9361,1000,32.3247,,,,,
6,8,2020,31.174,1000,32.078,,,,,
7,8,2020,31.3896,1000,31.8577,,,,,
10,8,2020,31.5401,1000,31.7057,,,,,
11,8,2020,31.5636,1000,31.6821,,,,,
12,8,2020,31.4101,1000,31.8369,,,,,
13,8,2020,31.7106,1000,31.5352,,,,,
14,8,2020,31.4828,1000,31.7634,,,,,
17,8,2020,31.5596,1000,31.6861,,,,,
18,8,2020,31.7639,1000,31.4823,,,,,
19,8,2020,32.0265,1000,31.2241,,,,,
20,8,2020,31.8793,1000,31.3683,,,,,
21,8,2020,32.2625,1000,30.9957,,,,,
24,8,2020,32.4725,1000,30.7953,,,,,
25,8,2020,32.3806,1000,30.8827,,,,,
26,8,2020,32.8334,1000,30.4568,,,,,
27,8,2020,33.1546,1000,30.1617,,,,,
28,8,2020,33.0175,1000,30.287,,,,,
31,8,2020,32.3832,1000,30.8802,,,,,
1,9,2020,32.3892,1000,30.8745,,,,,
2,9,2020,32.7439,1000,30.54,,,,,
3,9,2020,32.9883,1000,30.3138,,,,,
4,9,2020,32.1776,1000,31.0775,,,,,
7,9,2020,31.9278,1000,31.3207,,,,,
8,9,2020,31.7821,1000,31.4643,,,,,
9,9,2020,31.4141,1000,31.8328,,,,,
10,9,2020,31.7539,1000,31.4922,,,,,
11,9,2020,31.6067,1000,31.6389,,,,,
14,9,2020,32.2025,1000,31.0535,,,,,
15,9,2020,32.5242,1000,30.7463,,,,,
16,9,2020,32.7755,1000,30.5106,,,,,
17,9,2020,32.6192,1000,30.6568,,,,,
18,9,2020,32.7371,1000,30.5464,,,,,
21,9,2020,31.8982,1000,31.3497,,,,,
22,9,2020,31.7072,1000,31.5386,,,,,
23,9,2020,32.1309,1000,31.1227,,,,,
24,9,2020,31.2578,1000,31.992,,,,,
25,9,2020,31.7158,1000,31.53,,,,,
28,9,2020,32.6151,1000,30.6606,,,,,
29,9,2020,32.8038,1000,30.4843,,,,,
30,9,2020,32.9311,1000,30.3664,,,,,
1,10,2020,32.9793,1000,30.3221,,,,,
5,10,2020,32.9808,1000,30.3207,,,,,
6,10,2020,33.1664,1000,30.151,,,,,
7,10,2020,32.8483,1000,30.443,,,,,
8,10,2020,33.1745,1000,30.1436,,,,,
9,10,2020,33.2753,1000,30.0523,,,,,
12,10,2020,33.5343,1000,29.8202,,,,,
13,10,2020,33.8751,1000,29.5202,,,,,
14,10,2020,33.978,1000,29.4308,,,,,
15,10,2020,33.3889,1000,29.9501,,,,,
16,10,2020,33.4193,1000,29.9228,,,,,
19,10,2020,33.3435,1000,29.9909,,,,,
20,10,2020,33.0647,1000,30.2437,,,,,
21,10,2020,33.124,1000,30.1896,,,,,
22,10,2020,33.1976,1000,30.1227,,,,,
23,10,2020,33.303,1000,30.0273,,,,,
26,10,2020,33.127,1000,30.1869,,,,,
27,10,2020,33.0021,1000,30.3011,,,,,
28,10,2020,32.9317,1000,30.3659,,,,,
29,10,2020,32.2751,1000,30.9836,,,,,
30,10,2020,32.5999,1000,30.6749,,,,,
2,11,2020,32.4394,1000,30.8267,,,,,
3,11,2020,32.6761,1000,30.6034,,,,,
4,11,2020,32.8761,1000,30.4172,,,,,
5,11,2020,33.6972,1000,29.6761,,,,,
6,11,2020,34.0565,1000,29.363,,,,,
9,11,2020,34.2562,1000,29.1918,,,,,
10,11,2020,34.0118,1000,29.4016,,,,,
11,11,2020,34.2409,1000,29.2048,,,,,
12,11,2020,34.6493,1000,28.8606,,,,,
13,11,2020,34.642,1000,28.8667,,,,,
17,11,2020,34.9544,1000,28.6087,,,,,
18,11,2020,34.7961,1000,28.7389,,,,,
19,11,2020,34.5648,1000,28.9312,,,,,
20,11,2020,34.843,1000,28.7002,,,,,
23,11,2020,35.0249,1000,28.5511,,,,,
24,11,2020,35.2643,1000,28.3573,,,,,
25,11,2020,35.0459,1000,28.534,,,,,
26,11,2020,35.2447,1000,28.3731,,,,,
27,11,2020,35.4388,1000,28.2177,,,,,
1,12,2020,35.5085,1000,28.1623,,,,,
2,12,2020,35.7294,1000,27.9882,,,,,
3,12,2020,35.8443,1000,27.8984,,,,,
4,12,2020,35.9516,1000,27.8152,,,,,
7,12,2020,36.0123,1000,27.7683,,,,,
8,12,2020,35.9132,1000,27.8449,,,,,
9,12,2020,36.1627,1000,27.6528,,,,,
10,12,2020,36.0559,1000,27.7347,,,,,
11,12,2020,36.1476,1000,27.6644,,,,,
14,12,2020,36.1173,1000,27.6876,,,,,
15,12,2020,36.166,1000,27.6503,,,,,
16,12,2020,36.2895,1000,27.5562,,,,,
17,12,2020,36.4074,1000,27.4669,,,,,
18,12,2020,36.3756,1000,27.491,,,,,
21,12,2020,35.6173,1000,28.0762,,,,,
22,12,2020,35.9383,1000,27.8255,,,,,
23,12,2020,36.3964,1000,27.4752,,,,,
24,12,2020,36.5297,1000,27.375,,,,,
28,12,2020,36.691,1000,27.2546,,,,,
29,12,2020,37.0368,1000,27.0002,,,,,
30,12,2020,37.252,1000,26.8442,,,,,
31,12,2020,37.053,1000,26.9884,,,,,
1,1,2021,37.1077,1000,26.9486,,,,,
4,1,2021,37.3289,1000,26.7889,,,,,
5,1,2021,37.2856,1000,26.82,,,,,
6,1,2021,37.2022,1000,26.8801,,,,,
7,1,2021,37.0564,1000,26.9859,,,,,
8,1,2021,37.4527,1000,26.7003,,,,,
11,1,2021,37.7488,1000,26.4909,,,,,
12,1,2021,37.6249,1000,26.5781,,,,,
13,1,2021,37.6666,1000,26.5487,,,,,
14,1,2021,37.9094,1000,26.3787,,,,,
15,1,2021,37.5585,1000,26.6251,,,,,
18,1,2021,37.3077,1000,26.8041,,,,,
19,1,2021,37.5345,1000,26.6422,,,,,
20,1,2021,37.9724,1000,26.3349,,,,,
21,1,2021,38.1426,1000,26.2174,,,,,
22,1,2021,37.9322,1000,26.3628,,,,,
25,1,2021,37.9435,1000,26.355,,,,,
27,1,2021,37.9117,1000,26.3771,,,,,
28,1,2021,37.6088,1000,26.5895,,,,,
29,1,2021,37.4573,1000,26.6971,,,,,
1,2,2021,37.7566,1000,26.4854,,,,,
2,2,2021,38.5137,1000,25.9648,,,,,
3,2,2021,38.939,1000,25.6812,,,,,
4,2,2021,39.6667,1000,25.2101,,,,,
5,2,2021,39.6704,1000,25.2077,,,,,
8,2,2021,40.0636,1000,24.9603,,,,,
9,2,2021,39.8827,1000,25.0735,,,,,
10,2,2021,39.8555,1000,25.0906,,,,,
11,2,2021,40.1078,1000,24.9328,,,,,
12,2,2021,40.1535,1000,24.9044,,,,,
15,2,2021,40.2947,1000,24.8172,,,,,
16,2,2021,40.0928,1000,24.9421,,,,,
17,2,2021,40.0758,1000,24.9527,,,,,
18,2,2021,40.1521,1000,24.9053,,,,,
19,2,2021,39.8057,1000,25.122,,,,,
22,2,2021,39.3981,1000,25.3819,,,,,
23,2,2021,39.378,1000,25.3949,,,,,
24,2,2021,39.6774,1000,25.2033,,,,,
25,2,2021,39.7275,1000,25.1715,,,,,
26,2,2021,38.7602,1000,25.7997,,,,,
1,3,2021,39.2095,1000,25.504,,,,,
2,3,2021,39.8112,1000,25.1186,,,,,
3,3,2021,39.7114,1000,25.1817,,,,,
4,3,2021,39.4738,1000,25.3333,,,,,
5,3,2021,39.1666,1000,25.532,,,,,
8,3,2021,39.5209,1000,25.3031,,,,,
9,3,2021,39.1423,1000,25.5478,,,,,
10,3,2021,39.7004,1000,25.1887,,,,,
12,3,2021,39.9518,1000,25.0302,,,,,
15,3,2021,39.7287,1000,25.1707,,,,,
16,3,2021,40.1228,1000,24.9235,,,,,
17,3,2021,40.0038,1000,24.9976,,,,,
18,3,2021,40.0461,1000,24.9712,,,,,
19,3,2021,40.2221,1000,24.862,,,,,
22,3,2021,40.2398,1000,24.851,,,,,
23,3,2021,40.4179,1000,24.7415,,,,,
24,3,2021,40.1037,1000,24.9354,,,,,
25,3,2021,39.3294,1000,25.4263,,,,,
26,3,2021,39.4359,1000,25.3576,,,,,
30,3,2021,40.0552,1000,24.9655,,,,,
31,3,2021,39.929,1000,25.0445,,,,,
1,4,2021,40.3943,1000,24.756,,,,,
5,4,2021,40.2649,1000,24.8355,,,,,
6,4,2021,40.8601,1000,24.4738,,,,,
7,4,2021,41.2016,1000,24.2709,,,,,
8,4,2021,41.4326,1000,24.1356,,,,,
9,4,2021,41.7041,1000,23.9785,,,,,
12,4,2021,40.8867,1000,24.4578,,,,,
13,4,2021,40.883,1000,24.46,,,,,
15,4,2021,40.8463,1000,24.482,,,,,
16,4,2021,41.3179,1000,24.2026,,,,,
19,4,2021,41.1096,1000,24.3252,,,,,
20,4,2021,40.9075,1000,24.4454,,,,,
22,4,2021,40.9852,1000,24.3991,,,,,
23,4,2021,40.8799,1000,24.4619,,,,,
26,4,2021,41.3497,1000,24.184,,,,,
27,4,2021,41.6799,1000,23.9924,,,,,
28,4,2021,41.8809,1000,23.8772,,,,,
29,4,2021,42.0064,1000,23.8059,,,,,
30,4,2021,41.982,1000,23.8197,,,,,
3,5,2021,42.0204,1000,23.798,,,,,
4,5,2021,41.855,1000,23.892,,,,,
5,5,2021,41.9752,1000,23.8236,,,,,
6,5,2021,42.175,1000,23.7107,,,,,
7,5,2021,42.4737,1000,23.544,,,,,
10,5,2021,42.7426,1000,23.3959,,,,,
11,5,2021,42.4239,1000,23.5716,,,,,
12,5,2021,42.167,1000,23.7152,,,,,
14,5,2021,41.8918,1000,23.871,,,,,
17,5,2021,42.7157,1000,23.4106,,,,,
18,5,2021,42.8912,1000,23.3148,,,,,
19,5,2021,42.9504,1000,23.2827,,,,,
20,5,2021,42.6725,1000,23.4343,,,,,
21,5,2021,43.1322,1000,23.1845,,,,,
24,5,2021,43.1815,1000,23.1581,,,,,
25,5,2021,43.4738,1000,23.0024,,,,,
26,5,2021,43.5286,1000,22.9734,,,,,
27,5,2021,43.7327,1000,22.8662,,,,,
28,5,2021,43.6593,1000,22.9046,,,,,
31,5,2021,43.9154,1000,22.7711,,,,,
1,6,2021,43.7064,1000,22.8799,,,,,
2,6,2021,43.594,1000,22.9389,,,,,
3,6,2021,43.6549,1000,22.9069,,,,,
4,6,2021,43.5795,1000,22.9466,,,,,
7,6,2021,43.9994,1000,22.7276,,,,,
8,6,2021,44.2381,1000,22.6049,,,,,
9,6,2021,43.9844,1000,22.7353,,,,,
